"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","venue_name","r"
627,"48","f1d9a6ed-dabf-4bb0-a884-47d28d7445d6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ad32c08a-38e6-4b62-9aa3-11818f20875b","mlb-2017-hou-oak-2017-06-20-1905","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",9,30,"bottom",4,8,12,"48","84","loss","win",FALSE,"2017-06-21 07:05:00+00",4,8,"Oakland-Alameda County Coliseum",1
628,"25","31339d5d-1e85-404e-af7c-7465fce0f6d4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6c91f902-1831-4127-b1f7-c9a8031a2142","mlb-2018-cin-pit-2018-04-5-1905","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"top",5,2,7,"52","25","win","loss",FALSE,"2018-04-06 04:05:00+00",5,2,"PNC Park",1
629,"53","223a0a19-ebe1-4350-9d4b-0c095733867a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","079ca2c0-ba63-47f4-8430-dce9782980df","mlb-2018-was-atl-2018-06-2-1610","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",14,30,"bottom",3,5,8,"35","53","loss","win",FALSE,"2018-06-03 01:10:00+00",3,5,"SunTrust Park",1
630,"79","ffa9d94f-d389-44c6-962e-50ba993853b5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6491ee06-db68-42bb-93ca-a4a8e17f9553","mlb-2018-la-col-2018-06-1-1840","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",8,30,"bottom",7,9,16,"79","97","loss","win",FALSE,"2018-06-02 05:40:00+00",8,11,"Coors Field",1
631,"77","bda6a5c0-5e3a-4887-93a5-a3827bf41007","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1662f2dd-fbff-42cd-9141-b0e838cb7629","mlb-2018-tb-min-2018-07-15-1310","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"bottom",7,7,14,"77","77","win","loss",FALSE,"2018-07-15 23:10:00+00",11,7,"Target Field",1
632,"47","f47bda80-209d-40a7-92b4-53023a122098","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","40ab1c3b-178b-43d8-82a8-5520956a1ffd","mlb-2018-tor-chw-2018-07-29-1310","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",9,30,"bottom",4,7,11,"47","74","loss","win",FALSE,"2018-07-29 23:10:00+00",4,7,"Guaranteed Rate Field",1
633,"26","c809dacb-14ca-4fc1-9ed7-630fd335c304","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d99a6816-1f76-4e46-a217-761e2b6dd99f","mlb-2017-min-chw-2017-04-8-1310","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",6,30,"bottom",6,2,8,"62","26","win","loss",FALSE,"2017-04-08 23:10:00+00",6,2,"Guaranteed Rate Field",1
634,"84","e8ec2391-a47a-4b20-83f1-658c32355db9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e176ff1a-34e0-4950-8eb2-4945f0a675aa","mlb-2018-tex-tb-2018-04-16-1910","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",8,0,"top",8,4,12,"84","48","win","loss",FALSE,"2018-04-17 04:10:00+00",8,4,"Tropicana Field",1
635,"71","b257fcc9-4df1-4831-bee0-02aed434e5f8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f82a2d3e-edb3-4694-9607-0eea2e11b31a","mlb-2018-bal-nyy-2018-08-1-1305","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","regularseason",7,30,"bottom",1,7,8,"17","71","loss","win",FALSE,"2018-08-01 22:05:00+00",5,7,"Yankee Stadium",1
636,"04","86770936-ef10-42c9-ae9c-0688200bafd1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d15f8f36-f8ef-402b-9c90-bba615b10d76","mlb-2018-cin-cle-2018-07-10-1910","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",6,30,"bottom",4,0,4,"40","04","loss","win",FALSE,"2018-07-11 04:10:00+00",4,7,"Progressive Field",1
637,"04","aaa81bea-5db5-446b-83c0-e24b774c48cc","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","925ef8e9-8d28-4829-ad19-0ace3959656a","mlb-2017-bal-cle-2017-09-8-1910","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","regularseason",7,30,"bottom",4,0,4,"40","04","win","loss",FALSE,"2017-09-09 04:10:00+00",5,0,"Progressive Field",1
638,"75","8b551e59-a392-4ade-abf5-80296ecafc24","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","8b551e59-a392-4ade-abf5-80296ecafc24","mlb-2017-tor-bal-2017-05-20-1605","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",9,0,"end",7,5,12,"75","57","win","loss",TRUE,"2017-05-21 04:35:00+00",7,5,"Oriole Park at Camden Yards",1
639,"34","acc192e4-940a-439f-b988-e19f304eb6ac","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","762337c1-7fff-4465-8a29-515b9b1af94e","mlb-2018-was-chc-2018-08-12-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",9,30,"bottom",4,3,7,"43","34","win","loss",FALSE,"2018-08-13 05:05:00+00",4,3,"Wrigley Field",1
640,"64","8e1ed81b-613a-46aa-81d7-cd2555f5a0a3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","5892ca53-d3e8-422c-9b60-13e1f49ae46a","mlb-2017-sea-min-2017-06-14-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",7,30,"bottom",4,6,10,"46","64","loss","win",FALSE,"2017-06-15 05:10:00+00",4,6,"Target Field",1
641,"62","e0f96b47-6614-4e6c-bbe6-51498f8e6236","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","41135514-afa3-4df9-aa45-ae61cd6f75f9","mlb-2018-cin-was-2018-08-4-1905","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",6,0,"top",6,2,8,"62","26","win","loss",FALSE,"2018-08-05 04:05:00+00",6,2,"Nationals Park",1
642,"08","567d5df9-358b-42ed-89b8-1c0f7bf412f9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","792c49c7-d508-439a-bd78-a39119817fe0","mlb-2017-nyy-bal-2017-05-30-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",5,0,"top",0,8,8,"08","80","loss","win",FALSE,"2017-05-31 04:05:00+00",3,8,"Oriole Park at Camden Yards",1
643,"04","bbd22fb0-b2d1-4d5e-9b56-3d550abdd0d8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3048db95-5b08-4073-a4ca-203c8379508a","mlb-2018-pit-sf-2018-08-11-1805","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",8,0,"top",0,4,4,"04","40","loss","win",FALSE,"2018-08-12 06:05:00+00",0,4,"Oracle Park",1
644,"66","d4df50b2-b144-49d6-805d-318d526b9136","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6ba0473c-374e-4dc9-a322-0ace36d176d7","mlb-2018-min-oak-2018-09-21-1905","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",9,30,"bottom",6,6,12,"66","66","win","loss",FALSE,"2018-09-22 07:05:00+00",7,6,"Oakland-Alameda County Coliseum",1
645,"84","39222944-2b52-4bf1-a27d-51bf38340cd2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","39222944-2b52-4bf1-a27d-51bf38340cd2","mlb-2018-tex-bos-2018-07-10-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",9,0,"end",8,4,12,"84","48","win","loss",TRUE,"2018-07-11 04:10:00+00",8,4,"Fenway Park",1
646,"25","4e2b07a0-2457-4799-95e7-6cf3752dc68b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","759f6dd0-44a6-4b37-84e6-71e53bee2bd7","mlb-2018-chc-col-2018-04-21-1810","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",6,30,"bottom",5,2,7,"52","25","win","loss",FALSE,"2018-04-22 05:10:00+00",5,2,"Coors Field",1
647,"90","f5115abd-28bf-456d-9338-5e1c1d5f9f95","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","2d2f7430-b357-4f6a-87d9-eb354fa6d7e1","mlb-2017-sd-la-2017-09-27-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",6,30,"bottom",9,0,9,"90","09","win","loss",FALSE,"2017-09-28 07:10:00+00",10,0,"Dodger Stadium",1
648,"69","7f9ad823-40e8-42fc-874c-1c278b26934e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c52f58d8-c2ed-4108-b625-b2f1252f3290","mlb-2017-det-cle-2017-04-15-1610","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",7,30,"bottom",9,6,15,"96","69","win","loss",FALSE,"2017-04-16 01:10:00+00",13,6,"Progressive Field",1
649,"49","5f178780-ef9a-47dd-83e4-f37b917aa8d3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","872c0c1d-3a07-4151-b2ed-b8f23e7b64de","mlb-2018-chc-la-2018-06-26-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,30,"bottom",4,9,13,"49","94","loss","win",FALSE,"2018-06-27 07:10:00+00",4,9,"Dodger Stadium",1
650,"12","3b4cea0a-6f4f-42a0-9c17-f57dfd8a9f92","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d0b87303-17fb-4b8d-97fe-d2f25c49f6d7","mlb-2017-tb-nyy-2017-04-13-1905","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",6,30,"bottom",1,2,3,"12","21","win","loss",FALSE,"2017-04-14 04:05:00+00",3,2,"Yankee Stadium",1
651,"93","ac5c3a0f-1e12-4bb8-bdfa-0c1865ac638b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","15c094ae-cdcc-485c-b149-3ee650b03bcb","mlb-2017-sd-chw-2017-05-14-1310","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",9,0,"top",9,3,12,"93","39","win","loss",FALSE,"2017-05-14 23:10:00+00",9,3,"Guaranteed Rate Field",1
652,"31","c50d3276-0aa0-4853-92f1-a5d063604aed","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","f7582ac2-60e7-4ca2-98fe-93c1ba1c4bc7","mlb-2017-phi-tex-2017-05-16-1905","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",7,30,"bottom",3,1,4,"31","13","win","loss",FALSE,"2017-05-17 05:05:00+00",5,1,"Globe Life Park in Arlington",1
653,"36","a2f23811-5a9a-4421-814a-77f1d4d0bde8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2ec0b1c7-53fc-4af7-8d94-10dcc284ba45","mlb-2018-nym-nyy-2018-07-21-1305","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",8,0,"top",6,3,9,"63","36","win","loss",FALSE,"2018-07-21 22:05:00+00",7,6,"Yankee Stadium",1
654,"77","d6ff3d45-1122-45ef-92ff-0308b27356c5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","89f88323-6c0e-4737-80fa-6a54af87f32a","mlb-2018-bal-nyy-2018-04-8-1305","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","regularseason",9,30,"bottom",7,7,14,"77","77","loss","win",FALSE,"2018-04-08 22:05:00+00",7,8,"Yankee Stadium",1
655,"02","9dcdb94a-9648-46b6-9fe2-472aed102326","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","9c5b1f8e-6384-4e04-8943-85a9fd815412","mlb-2018-pit-min-2018-08-14-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",4,0,"top",0,2,2,"02","20","win","loss",FALSE,"2018-08-15 05:10:00+00",5,2,"Target Field",1
656,"89","f1d155e4-1915-474e-b2ad-3cc4a64bf6aa","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f1d155e4-1915-474e-b2ad-3cc4a64bf6aa","mlb-2018-cle-det-2018-05-15-1910","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,0,"end",9,8,17,"98","89","win","loss",TRUE,"2018-05-16 04:10:00+00",9,8,"Comerica Park",1
657,"89","ad5f628b-e53e-4d17-95bf-6067152dded2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0de8ad7d-8b93-4c27-ab3e-069faabbbd3e","mlb-2018-cle-tor-2018-09-8-1607","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",7,30,"bottom",8,9,17,"89","98","loss","win",FALSE,"2018-09-09 01:07:00+00",8,9,"Rogers Centre",1
658,"15","3a19521b-ac82-4b74-a0ba-d302c1c0cdbe","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","2cea55ba-b704-441a-8cde-b542be6b35d3","mlb-2017-tex-was-2017-06-9-1905","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",7,30,"bottom",1,5,6,"15","51","loss","win",FALSE,"2017-06-10 04:05:00+00",2,5,"Nationals Park",1
659,"21","f3c7a226-ce03-49c2-a2f9-2731db0fe3fa","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","331b3deb-a08a-4eb0-a948-d75cc71a9e51","mlb-2018-atl-sd-2018-06-6-1240","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",5,30,"bottom",2,1,3,"21","12","win","loss",FALSE,"2018-06-07 00:40:00+00",3,1,"PETCO Park",1
660,"04","cba328a6-f66d-4009-8175-14d1c3699ba3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","e00b82b1-6fbf-4911-b7ba-7dc237a42d60","mlb-2017-phi-atl-2017-06-5-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",3,30,"bottom",0,4,4,"04","40","loss","win",FALSE,"2017-06-06 04:35:00+00",4,11,"SunTrust Park",1
661,"75","eab9cc3c-c109-4090-8b73-eaa7fc7bd229","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","eab9cc3c-c109-4090-8b73-eaa7fc7bd229","mlb-2017-cin-stl-2017-04-28-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"end",7,5,12,"75","57","win","loss",TRUE,"2017-04-29 05:15:00+00",7,5,"Busch Stadium",1
662,"21","8ca12562-504e-4268-8eae-98eaeda028a4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","278f2a2d-2a0b-40e7-bc67-1fb5fa52ee98","mlb-2017-laa-kc-2017-04-15-1815","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",6,0,"top",2,1,3,"21","12","win","loss",FALSE,"2017-04-16 04:15:00+00",3,2,"Kauffman Stadium",1
663,"62","2bf21ae6-d0a4-46f5-ab52-343843d51d01","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","32fcd096-786c-4a43-9d92-47fda0fc5ff5","mlb-2017-nyy-bal-2017-09-5-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",5,0,"top",2,6,8,"26","62","win","loss",FALSE,"2017-09-06 04:05:00+00",7,6,"Oriole Park at Camden Yards",1
664,"05","2f67dab9-7af3-4b6d-93c4-0bd2b9122db0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3c0a11fd-0c78-44ce-bcec-1ab05c308817","mlb-2018-la-sd-2018-07-9-1910","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",4,30,"bottom",0,5,5,"05","50","loss","win",FALSE,"2018-07-10 07:10:00+00",2,8,"PETCO Park",1
665,"69","63cd1268-4ac2-42fa-9366-ca9b75f26d89","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","63cd1268-4ac2-42fa-9366-ca9b75f26d89","mlb-2017-oak-sea-2017-05-16-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,30,"end",6,9,15,"69","96","loss","win",TRUE,"2017-05-17 07:10:00+00",6,9,"T-Mobile Park",1
666,"66","d2972404-4e6f-40f0-bb07-dcae50aa23b4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","97af0027-a02f-430e-bd42-a47196085c2c","mlb-2018-chw-tb-2018-08-5-1310","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",8,0,"top",6,6,12,"66","66","loss","win",FALSE,"2018-08-05 22:10:00+00",7,8,"Tropicana Field",1
667,"02","cf8a5bf4-a12f-4091-8e70-17650b50b9c0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f619a1d2-02bb-42d5-a2f1-bf05fe27c5d8","mlb-2018-sd-cin-2018-09-7-1840","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",1,30,"bottom",0,2,2,"02","20","win","loss",FALSE,"2018-09-08 03:40:00+00",12,6,"Great American Ball Park",1
668,"40","1c6d2d28-0682-422b-9d14-f91980125dc2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","8551541c-e5c3-4fb6-9fdb-34c6ee1ac111","mlb-2018-tex-sf-2018-08-24-1915","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",4,0,"top",4,0,4,"40","04","loss","win",FALSE,"2018-08-25 07:15:00+00",6,7,"Oracle Park",1
669,"58","da66603e-5767-402d-ade3-1ec7ebd6ef25","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3bec9912-75d5-4443-b877-eef340d87062","mlb-2018-mia-col-2018-06-24-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",8,30,"bottom",5,8,13,"58","85","loss","win",FALSE,"2018-06-25 00:10:00+00",5,8,"Coors Field",1
