"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","r"
940,"24","2dda8388-5200-4352-8691-2ca3b92932a6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c6503ca0-a526-4133-80ef-3ffe924f9c88","mlb-2017-nyy-tor-2017-08-8-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",8,30,"bottom",4,2,6,"42","24","win","loss",FALSE,"2017-08-09 04:07:00+00",4,2,1
941,"19","f518e134-50f9-4679-b2f1-702586933c05","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","f44f08ac-b774-48be-9e11-a8e18f336aec","mlb-2017-col-chc-2017-06-10-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",9,30,"bottom",1,9,10,"19","91","loss","win",FALSE,"2017-06-10 23:20:00+00",1,9,1
942,"65","2100a836-3266-4c1b-82e9-e24a5e88083d","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","b63488b6-cec9-4aba-b8dd-cecdbb15566b","mlb-2018-sd-la-2018-05-26-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",7,30,"bottom",5,6,11,"56","65","loss","win",FALSE,"2018-05-27 07:10:00+00",5,7,1
943,"28","d2822d30-0184-4e11-936b-3606ed9ff9a0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d2822d30-0184-4e11-936b-3606ed9ff9a0","mlb-2017-cin-stl-2017-04-29-1315","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"end",8,2,10,"82","28","win","loss",TRUE,"2017-06-27 01:15:00+00",8,2,1
944,"50","12acea13-96c7-471e-8b52-0e710b607056","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","64dee13d-a73a-434d-b8e6-05eb50afe164","mlb-2017-atl-mia-2017-09-29-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",4,0,"top",0,5,5,"05","50","win","loss",FALSE,"2017-09-30 04:10:00+00",6,5,1
945,"22","af2bac5f-48ed-4e5c-b47e-5f035ce3697f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","4c3be7b3-9f29-43ea-a7f4-e4464ef65ca0","mlb-2018-tex-la-2018-06-13-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",9,0,"top",2,2,4,"22","22","win","loss",FALSE,"2018-06-14 07:10:00+00",3,2,1
946,"21","34316455-224c-49cb-8610-a45f492b026f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","34316455-224c-49cb-8610-a45f492b026f","mlb-2018-mil-pit-2018-07-14-1605","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",9,0,"end",2,1,3,"21","12","win","loss",TRUE,"2018-07-14 21:35:00+00",2,1,1
947,"06","d82f4970-8d9a-47fa-82e8-9be520f42ba6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2a4b284c-ffd9-49bf-852b-ba0c1dde7be5","mlb-2018-phi-ari-2018-08-8-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",7,30,"bottom",6,0,6,"60","06","win","loss",FALSE,"2018-08-09 00:40:00+00",6,0,1
948,"61","ee1cd70d-cf2b-4851-8127-266c900f5a94","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","12b70645-f939-48b7-8516-09b1761fe1cf","mlb-2016-phi-atl-2016-09-27-1910","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",4,30,"bottom",1,6,7,"16","61","win","loss",FALSE,"2016-09-28 04:10:00+00",7,6,1
949,"18","fd53f426-aee5-4dda-96ba-b302e02650f6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","8f6dc51a-317a-4585-82be-512706d41a56","mlb-2018-sea-sd-2018-08-29-1240","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",6,30,"bottom",8,1,9,"81","18","win","loss",FALSE,"2018-08-30 00:40:00+00",8,3,1
950,"63","ee27a03a-b699-498d-833a-d461fc6900a8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c41e2976-9aca-4116-a2b8-4e6296ec3069","mlb-2017-tor-tb-2017-08-22-1910","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",7,0,"top",6,3,9,"63","36","win","loss",FALSE,"2017-08-23 04:10:00+00",6,5,1
951,"06","17ba3c3d-b0f4-4d0d-a80e-15a71e562a74","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1b64a27e-b354-451c-87be-ebe4439d4367","mlb-2018-was-bal-2018-05-28-1305","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",9,30,"bottom",0,6,6,"06","60","loss","win",FALSE,"2018-05-28 22:05:00+00",0,6,1
952,"74","e5e9c99b-61ec-4131-a9df-0471305d365e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","04589c9d-78e1-40fa-bf8a-9bedc1ff0178","mlb-2017-pit-was-2017-10-1-1505","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",6,0,"top",4,7,11,"47","74","loss","win",FALSE,"2017-10-02 00:05:00+00",8,11,1
953,"42","501a15e6-3961-4c13-a141-a1f6ef652ce9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","72982bff-0c2a-45d7-9a81-6884cd74750d","mlb-2017-ari-sd-2017-09-18-1910","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",4,30,"bottom",4,2,6,"42","24","win","loss",FALSE,"2017-09-19 07:10:00+00",4,2,1
954,"78","5afbe8a8-68e9-4c90-bada-3494a6a1c99b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b842b5e2-2684-40fe-8ec7-650f90f3b47d","mlb-2017-atl-mil-2017-04-28-1910","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",7,0,"top",8,7,15,"87","78","loss","win",FALSE,"2017-04-29 05:10:00+00",8,10,1
955,"62","a3add828-acb4-4433-ab60-f6abe1d16800","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","5d5c7590-9106-486f-ba71-30aee0067495","mlb-2017-det-sea-2017-06-19-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,0,"top",6,2,8,"62","26","win","loss",FALSE,"2017-06-20 07:10:00+00",6,2,1
956,"20","4d1579d7-487e-494b-8f64-13f858b629a6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","bc352f96-58a6-414f-b9d8-57ebc0ebbd8b","mlb-2018-nym-nyy-2018-07-22-2005","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",2,0,"top",0,2,2,"02","20","loss","win",FALSE,"2018-08-14 04:05:00+00",5,8,1
957,"39","83dd7bf3-f859-431d-8688-34546a1ea73e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","19524212-51eb-4d83-ae7d-b5494021cb48","mlb-2018-tb-tex-2018-09-19-1305","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"bottom",3,9,12,"39","93","loss","win",FALSE,"2018-09-19 23:05:00+00",3,9,1
958,"19","7aefe349-f37b-4903-9008-06a19d76a3c1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","4ed3c73b-8f65-435c-8d8d-f54ffb332118","mlb-2017-tb-det-2017-06-18-1310","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",7,30,"bottom",1,9,10,"19","91","loss","win",FALSE,"2017-06-18 22:10:00+00",1,9,1
959,"49","e0178de1-166b-4f29-a483-d6d3b97b5678","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0ae4bd64-d765-46b9-b76b-6fb002be5770","mlb-2018-atl-tor-2018-06-19-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",8,0,"top",4,9,13,"49","94","loss","win",FALSE,"2018-06-20 04:07:00+00",4,11,1
960,"45","66127579-ff0d-4e82-98f7-b7e8eefcbe1b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","ccc0cdc9-7345-4802-9b3b-2c7893cae7b7","mlb-2018-tb-chw-2018-04-9-1910","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",8,30,"bottom",4,5,9,"45","54","loss","win",FALSE,"2018-04-09 23:10:00+00",4,5,1
961,"04","fab4c734-63f0-4b86-808f-c6434faf5369","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","4c628ffc-9841-472b-abd8-676680e1623e","mlb-2017-oak-nyy-2017-05-26-1905","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,0,"top",0,4,4,"04","40","loss","win",FALSE,"2017-05-27 04:05:00+00",1,4,1
962,"71","ba5d1391-4364-4490-a2d7-6ff60f7a4428","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","ba5d1391-4364-4490-a2d7-6ff60f7a4428","mlb-2018-tb-tor-2018-09-3-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",9,30,"end",1,7,8,"17","71","loss","win",TRUE,"2018-09-04 04:07:00+00",1,7,1
963,"23","9604db92-7c39-4ba4-ab8f-e6093ee00e27","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","23562630-bb19-4a22-a1e0-07e0fc89e0bc","mlb-2018-phi-pit-2018-07-7-1605","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",8,0,"top",2,3,5,"23","32","loss","win",FALSE,"2018-07-08 01:05:00+00",2,3,1
964,"71","51a03035-17d4-48ba-a772-c3543fb3a50d","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","e8b8fd6c-36df-492b-9d8d-5f6412c7e33e","mlb-2017-chc-pit-2017-06-18-1335","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,30,"bottom",1,7,8,"17","71","loss","win",FALSE,"2017-06-18 22:35:00+00",1,7,1
965,"37","6abd487e-a96a-4b96-8e33-1ea6cfacba89","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","63469ccd-2ed9-43ac-954a-77f1f6a66af6","mlb-2018-mil-sd-2018-03-31-1740","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",8,30,"bottom",3,7,10,"37","73","loss","win",FALSE,"2018-04-01 05:40:00+00",3,7,1
966,"86","98c85dd1-1464-4ebf-a062-2164945db077","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","dad32232-83e9-42d6-8487-cb15183aebf3","mlb-2017-sd-ari-2017-09-8-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",7,0,"top",6,8,14,"68","86","loss","win",FALSE,"2017-09-09 06:40:00+00",6,10,1
967,"96","e81c330c-2011-4d10-9d4e-004004552d23","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2e6af84d-b874-4f4a-87bd-2a9aa4b7d130","mlb-2018-tb-min-2018-07-14-1310","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",7,0,"top",6,9,15,"69","96","loss","win",FALSE,"2018-07-14 23:10:00+00",6,19,1
968,"09","0a6fc7bf-3ec6-4993-aa2d-c421fc5c630c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","bd870f7c-30f1-4f3a-beeb-9719ac4a8cc9","mlb-2018-tor-nyy-2018-09-14-1905","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",7,0,"top",9,0,9,"90","09","win","loss",FALSE,"2018-09-15 04:05:00+00",11,0,1
969,"56","721d5615-ba7e-480c-8f84-b8ce98d2fbb1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","ddab91fb-b730-4fae-bafa-bdc1ac295f6d","mlb-2016-la-sd-2016-09-28-1910","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",7,0,"top",6,5,11,"65","56","win","loss",FALSE,"2016-09-29 07:10:00+00",6,5,1
970,"36","985d7199-5c01-40d5-bcf3-d3d223b00850","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b2938cd1-80b3-4308-b57d-50da598fc2f6","mlb-2017-tb-nyy-2017-04-12-1305","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",7,0,"top",6,3,9,"63","36","win","loss",FALSE,"2017-04-12 22:05:00+00",8,4,1
971,"43","4b2923c0-ec81-41fb-911a-d136c18cc674","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c5f95878-68ef-4212-99d5-8c23ff14478f","mlb-2017-nyy-bal-2017-04-8-1605","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",6,0,"top",3,4,7,"34","43","win","loss",FALSE,"2017-04-09 01:05:00+00",5,4,1
972,"71","c1577e7b-fab7-4c4c-ab0e-4cc896f5ea37","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","78022704-53a5-4373-bee0-516fae76a823","mlb-2018-hou-oak-2018-08-18-1305","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",9,0,"top",7,1,8,"71","17","win","loss",FALSE,"2018-08-19 01:05:00+00",7,1,1
973,"91","29e45e5b-b046-4b58-8fbd-837994f3982e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","7544ba13-ccd5-4825-8823-54bf103df480","mlb-2018-nym-stl-2018-04-25-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",9,0,"top",9,1,10,"91","19","win","loss",FALSE,"2018-04-26 05:15:00+00",9,1,1
974,"72","3d9ab5ff-b6e2-47d8-b922-1f76100b4d3b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c5a7d9cf-cfd7-4299-8514-53006730f7bf","mlb-2017-cin-chc-2017-08-14-1905","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",6,0,"top",7,2,9,"72","27","win","loss",FALSE,"2017-08-15 05:05:00+00",15,5,1
975,"87","0bd8993b-0d91-4ea2-9178-3e8ff56cdae3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","49a31f29-7f6b-4028-b6b4-71da52602cf9","mlb-2017-mil-chc-2017-04-18-1905","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",7,0,"top",8,7,15,"87","78","win","loss",FALSE,"2017-04-19 05:05:00+00",9,7,1
976,"46","a825b8d4-b864-497e-a311-4b8925b38115","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","4cfbf58e-e469-49d5-b93c-4df62af99391","mlb-2018-min-bos-2018-07-28-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",7,30,"bottom",6,4,10,"64","46","win","loss",FALSE,"2018-07-29 04:10:00+00",10,4,1
977,"77","ce932904-7dba-4c6b-be0a-8cf0a169015f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","c4f5ca75-fe27-4460-b073-b590c706e2a5","mlb-2016-la-ari-2016-09-18-1310","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",6,30,"bottom",7,7,14,"77","77","win","loss",FALSE,"2016-09-19 01:10:00+00",10,9,1
978,"64","7dc8ec56-bc0d-45f9-a023-0f0db92917f6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","7dc8ec56-bc0d-45f9-a023-0f0db92917f6","mlb-2018-mil-stl-2018-09-24-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",9,30,"end",4,6,10,"46","64","loss","win",TRUE,"2018-09-25 05:15:00+00",4,6,1
979,"65","a3bdfbf0-5d2a-46f4-b60c-22633ff70547","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","a3bdfbf0-5d2a-46f4-b60c-22633ff70547","mlb-2017-sf-nym-2017-05-10-1310","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",9,30,"end",5,6,11,"56","65","loss","win",TRUE,"2017-05-10 22:10:00+00",5,6,1
980,"75","4fa524da-889c-4585-89c3-997b6ac6bb0e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d743e1fd-4f27-4298-b660-9b8b5e73f362","mlb-2017-bos-det-2017-04-9-1310","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",9,30,"bottom",5,7,12,"57","75","loss","win",FALSE,"2017-04-09 22:10:00+00",5,7,1
981,"73","550af157-0424-449c-a909-932d966cb32b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","550af157-0424-449c-a909-932d966cb32b","mlb-2018-chw-cle-2018-05-29-1810","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",9,0,"end",7,3,10,"73","37","win","loss",TRUE,"2018-05-30 03:10:00+00",7,3,1
982,"96","2fd2666a-5ad4-4b77-9620-1196c7caeb23","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b5bb2b81-142d-4dfe-ac73-0fcb2d4c2dec","mlb-2017-det-sea-2017-06-22-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",8,0,"top",9,6,15,"96","69","win","loss",FALSE,"2017-06-23 07:10:00+00",9,6,1
983,"24","c9438107-2baf-4742-8098-99b115cec5eb","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","77a495bb-d712-4591-93c9-a7641d59ad65","mlb-2018-chc-det-2018-08-22-1910","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",8,30,"bottom",2,4,6,"24","42","loss","win",FALSE,"2018-08-23 04:10:00+00",2,8,1
984,"13","dab86d1a-f38c-49b7-9ad8-ccb7c77894f9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","4d55bbd1-549a-4046-879a-1152fbabb06e","mlb-2017-laa-hou-2017-06-10-1510","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",9,0,"top",3,1,4,"31","13","win","loss",FALSE,"2017-06-11 01:10:00+00",3,1,1
