"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","r"
1,"14","be37068c-34ef-4fa8-8cb7-72d47e1d88fc","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1b07def1-0780-4db8-97b0-76e881465442","mlb-2018-det-min-2018-05-23-1210","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,30,"bottom",1,4,5,"14","41","loss","win",FALSE,"2018-05-23 22:10:00+00",1,4,1
2,"15","a1bb05b6-8170-4e92-836f-a908b23bff09","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","30d69d5e-fd43-4b20-b61c-6cb601fc5d52","mlb-2018-pit-atl-2018-09-2-1705","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",9,0,"top",5,1,6,"51","15","win","loss",FALSE,"2018-09-03 02:05:00+00",5,1,1
3,"92","eef68e05-9290-4742-aaaa-c1c9281e73f9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","cef610f4-13f7-4a37-a3e0-125fbeda4f39","mlb-2018-nyy-tb-2018-09-25-1910","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","regularseason",9,0,"top",2,9,11,"29","92","loss","win",FALSE,"2018-09-26 04:10:00+00",2,9,1
4,"65","c94f8b0b-680b-44f4-af8c-d15d0c8955f9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c94f8b0b-680b-44f4-af8c-d15d0c8955f9","mlb-2017-min-oak-2017-07-30-1305","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",12,30,"end",6,5,11,"65","56","win","loss",TRUE,"2017-07-31 01:05:00+00",6,5,1
5,"35","95a6373d-31a4-4780-b97a-5567478ba81a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","0fe1c204-ce21-410e-95bd-306b7bfb6593","mlb-2016-nym-phi-2016-10-1-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",9,0,"top",3,5,8,"35","53","loss","win",FALSE,"2016-10-01 22:05:00+00",3,5,1
6,"89","927c75e6-109a-4fbb-af51-543c3c46b32e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","ece01a07-0362-466e-a9d9-8c4b01205247","mlb-2016-oak-sea-2016-10-1-1810","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",10,30,"bottom",8,9,17,"89","98","loss","win",FALSE,"2016-10-02 06:10:00+00",8,9,1
7,"79","d1fe9243-4ab0-422f-919c-c988a4f4957b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e4d3e89f-ce90-43aa-afbb-9a619550857c","mlb-2018-mil-cin-2018-08-28-1910","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",9,0,"top",9,7,16,"97","79","win","loss",FALSE,"2018-08-29 04:10:00+00",9,7,1
8,"32","1a03b041-56f6-4556-8efd-8384cf13f346","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","1097c9ab-4e79-4538-b46c-d37493e7a259","mlb-2017-sd-ari-2017-09-10-1310","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",7,0,"top",3,2,5,"32","23","win","loss",FALSE,"2017-09-11 01:10:00+00",3,2,1
9,"38","d917eb6d-51c7-443c-b50b-5dc00efc5089","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d917eb6d-51c7-443c-b50b-5dc00efc5089","mlb-2017-cin-sf-2017-05-14-1305","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"end",8,3,11,"83","38","win","loss",TRUE,"2017-05-15 01:05:00+00",8,3,1
10,"46","910d5d26-92aa-49f7-acda-ed4fa25a9aa9","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","80afbdb3-6c07-471d-bfd3-f33560d7fbba","mlb-2018-chw-oak-2018-04-18-1235","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",2,30,"bottom",4,6,10,"46","64","win","loss",FALSE,"2018-04-19 00:35:00+00",12,11,1
11,"26","d9c2d5f3-66f1-4a93-a177-388f351cdc4d","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d9c2d5f3-66f1-4a93-a177-388f351cdc4d","mlb-2017-sea-min-2017-06-15-1210","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",9,0,"end",6,2,8,"62","26","win","loss",TRUE,"2017-06-15 22:10:00+00",6,2,1
12,"43","3b1d617f-a6c0-4197-9aa4-659869850070","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","b1406702-f569-4c67-8572-d8d323d9256e","mlb-2016-sf-sd-2016-09-25-1340","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",9,0,"top",4,3,7,"43","34","win","loss",FALSE,"2016-09-26 01:40:00+00",4,3,1
13,"38","cbeee08a-152e-4125-94b9-8ea5e602ffbe","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2e02ffe2-f56d-4788-a0cb-74a099495ef2","mlb-2018-tor-bal-2018-08-28-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",5,30,"bottom",8,3,11,"83","38","win","loss",FALSE,"2018-08-29 04:05:00+00",12,5,1
14,"32","94bce8f3-6265-4929-9375-23e8db01fc1c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1de7cf25-a79d-4d1c-8ca2-66f0c2a65cab","mlb-2018-oak-tex-2018-04-24-1905","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,0,"top",2,3,5,"23","32","loss","win",FALSE,"2018-04-25 05:05:00+00",2,3,1
15,"79","1bd9f636-2ce4-4382-99b7-6e46969fe80b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a092d405-43fa-4364-bc5b-4124d20c4878","mlb-2018-chc-col-2018-04-22-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,30,"bottom",7,9,16,"79","97","loss","win",FALSE,"2018-04-23 00:10:00+00",7,9,1
16,"50","8b1710bf-09b2-4c49-95fe-37be60fc4706","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","ca947a5f-4d9f-4dfe-8710-19a231185943","mlb-2018-chw-chc-2018-05-11-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",3,30,"bottom",5,0,5,"50","05","win","loss",FALSE,"2018-05-11 23:20:00+00",11,2,1
17,"28","39a35923-b6a1-4273-aca2-4bc4854a1832","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","999ff8e9-5122-43a3-a242-468f98bb8bee","mlb-2018-kc-min-2018-08-4-1810","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",7,30,"bottom",8,2,10,"82","28","win","loss",FALSE,"2018-08-05 04:10:00+00",8,2,1
18,"84","aefdd5c5-2fa1-4982-a93b-be20bfa4d56c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","aefdd5c5-2fa1-4982-a93b-be20bfa4d56c","mlb-2018-stl-chc-2018-09-28-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","regularseason",9,0,"end",8,4,12,"84","48","win","loss",TRUE,"2018-09-28 23:20:00+00",8,4,1
19,"19","5b982c6a-8fbb-4f86-a69f-0e3c479f747b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","c3039d74-3441-4cb3-9901-10beb6cc8450","mlb-2018-chc-ari-2018-09-18-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",5,30,"bottom",1,9,10,"19","91","loss","win",FALSE,"2018-09-19 06:40:00+00",1,9,1
20,"71","796b62aa-2db4-4758-8a13-9c05545c2e41","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2ed6368d-dda6-43a1-9516-d08a5ad9a777","mlb-2018-was-nym-2018-07-14-1610","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",6,0,"top",7,1,8,"71","17","win","loss",FALSE,"2018-07-15 01:10:00+00",7,4,1
21,"69","a1ea2ad3-c6be-4d8d-80f1-002ab0132b20","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a1ea2ad3-c6be-4d8d-80f1-002ab0132b20","mlb-2018-laa-bos-2018-06-27-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",9,0,"end",9,6,15,"96","69","win","loss",TRUE,"2018-06-28 04:10:00+00",9,6,1
22,"39","6d6cad6e-5360-40b2-a090-8ac6f6fb4a72","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","775e1b2a-afb4-44b2-b3da-de3e7953e30f","mlb-2018-det-min-2018-09-27-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",8,0,"top",9,3,12,"93","39","win","loss",FALSE,"2018-09-28 05:10:00+00",9,3,1
23,"93","14c9ed7c-f69e-45a6-99e1-2cd833ffc34f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c25d31dc-372c-4b08-929f-53f3c5ddde5b","mlb-2017-tex-bos-2017-05-23-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",6,30,"bottom",9,3,12,"93","39","win","loss",FALSE,"2017-05-24 04:10:00+00",11,6,1
24,"75","6ae38735-71c1-445b-9429-b609f05a1168","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","16fb4f55-a902-4cac-9468-87d21426ada1","mlb-2017-la-ari-2017-08-29-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",8,30,"bottom",7,5,12,"75","57","win","loss",FALSE,"2017-08-30 06:40:00+00",7,6,1
25,"10","89ea157d-ffa6-4844-aae6-ee86593d32b0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","c67172c4-291e-4c16-8224-c71b7a1db0f7","mlb-2018-hou-ari-2018-05-6-1310","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",5,0,"top",0,1,1,"01","10","win","loss",FALSE,"2018-05-07 01:10:00+00",3,1,1
26,"58","af25ff1d-6f03-4a85-aa7a-79f85bb352ac","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","5ce94e2c-9013-4339-bef8-75845c576d60","mlb-2018-kc-bos-2018-04-30-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",6,0,"top",8,5,13,"85","58","win","loss",FALSE,"2018-05-01 04:10:00+00",10,6,1
27,"20","12c04f71-2427-4085-85ec-95848e521379","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","6f634bd5-b58f-4ca8-8b94-7ef2efb40dc5","mlb-2017-tex-hou-2017-06-12-1910","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",2,0,"top",0,2,2,"02","20","loss","win",FALSE,"2017-06-13 05:10:00+00",1,6,1
28,"97","6187e0eb-3839-41ad-a310-0de9eaf8bcee","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","6187e0eb-3839-41ad-a310-0de9eaf8bcee","mlb-2018-atl-cin-2018-04-24-1840","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",12,30,"end",9,7,16,"97","79","win","loss",TRUE,"2018-04-25 03:40:00+00",9,7,1
29,"49","7728b879-95f6-402e-83fd-8f29ea1b12dc","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ee120430-6b0f-463e-9ccc-010ac77fc3ae","mlb-2017-oak-cle-2017-05-30-1810","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,0,"top",9,4,13,"94","49","win","loss",FALSE,"2017-05-31 03:10:00+00",9,4,1
30,"44","6c3a3e6c-4d69-417d-a188-7d26efe44d99","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e4e16e2b-e4c8-43dd-8cce-11b03360755b","mlb-2018-ari-sf-2018-06-6-1245","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",10,0,"top",4,4,8,"44","44","win","loss",FALSE,"2018-06-07 00:45:00+00",5,4,1
31,"59","2fabf0de-c021-4f83-845a-a552075b9be2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","9b802fba-05d3-4b35-9186-93e2bc1aafc8","mlb-2017-nym-atl-2017-05-3-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",6,0,"top",5,9,14,"59","95","loss","win",FALSE,"2017-05-04 04:35:00+00",5,16,1
32,"23","0420eed6-147a-4e6c-b179-82f7f38105e0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","669d26a9-8727-4d57-8707-6258126fda28","mlb-2017-nym-atl-2017-06-9-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",9,30,"bottom",3,2,5,"32","23","win","loss",FALSE,"2017-06-10 04:35:00+00",3,2,1
33,"07","7b90bd8a-7065-4ad7-abce-0f6cc7501297","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","4d7caff0-00d1-44ed-9edd-0fc7a10e93a0","mlb-2018-cle-bos-2018-08-23-1305","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,0,"top",7,0,7,"70","07","win","loss",FALSE,"2018-08-23 22:05:00+00",7,0,1
34,"81","33fe35d2-508b-40de-a552-ebc7670348a6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","583d3cbc-9251-4e7c-bf5e-fd6e7cce1086","mlb-2017-cle-min-2017-08-15-1910","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,30,"bottom",1,8,9,"18","81","loss","win",FALSE,"2017-08-16 05:10:00+00",1,8,1
35,"64","d0bea01c-be13-49b3-8062-81281762d32d","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","45703cb2-7dbf-4274-946e-0544a5c42d6a","mlb-2018-tex-tor-2018-04-27-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","regularseason",9,30,"bottom",4,6,10,"46","64","loss","win",FALSE,"2018-04-28 04:07:00+00",4,6,1
36,"06","28f187db-87a5-4876-873e-387b0f29f524","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","e8c237b7-3460-468a-b714-c6f2832b9a85","mlb-2017-chw-kc-2017-05-2-1915","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",8,0,"top",0,6,6,"06","60","loss","win",FALSE,"2017-05-03 05:15:00+00",0,6,1
37,"28","695a45ee-bff1-4c32-9ae7-2c015aee84ca","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3c658052-c47c-4eb9-856d-341299884184","mlb-2018-cin-sd-2018-06-2-1740","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"top",8,2,10,"82","28","win","loss",FALSE,"2018-06-03 05:40:00+00",8,2,1
38,"62","400dd8e5-7ec1-4d39-877d-d7bafbafba17","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c20c01fc-d9ef-4dbc-836d-9287a29466a2","mlb-2017-bos-tb-2017-08-9-1910","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",7,30,"bottom",2,6,8,"26","62","loss","win",FALSE,"2017-08-10 04:10:00+00",2,8,1
39,"08","b561d34a-9e5a-4dd7-a05a-ae78de4e3268","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","f29ba588-f878-424f-be23-d12e104fbb69","mlb-2017-cle-bal-2017-06-19-1905","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",5,30,"bottom",0,8,8,"08","80","loss","win",FALSE,"2017-06-20 04:05:00+00",0,12,1
40,"99","ac54cac1-7339-4a8a-86a6-79dd6dc8f17c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","c4f5ca75-fe27-4460-b073-b590c706e2a5","mlb-2016-la-ari-2016-09-18-1310","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",8,30,"bottom",9,9,18,"99","99","win","loss",FALSE,"2016-09-19 01:10:00+00",10,9,1
41,"86","e234c7af-179c-435b-91b1-90a67f2916ad","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","01df9d87-75a6-4d8b-a373-753122cd9f27","mlb-2017-cle-hou-2017-05-21-1310","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,30,"bottom",6,8,14,"68","86","loss","win",FALSE,"2017-05-21 23:10:00+00",6,8,1
42,"28","9322f2ab-59ec-4b87-b930-9634b7d8d872","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1219645d-2d57-4219-9c95-87cde5f3410b","mlb-2018-mia-was-2018-08-17-1905","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",8,30,"bottom",8,2,10,"82","28","win","loss",FALSE,"2018-08-18 04:05:00+00",8,2,1
43,"03","45560741-af31-44b4-9496-184dcb8634a4","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","4555da0b-15db-4184-927d-f4bf9f8a7b36","mlb-2018-chc-mil-2018-04-8-1310","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,30,"bottom",0,3,3,"03","30","loss","win",FALSE,"2018-04-08 23:10:00+00",0,3,1
44,"48","f005d3b4-699b-4ee5-b774-518792ac3c4c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","0241c124-bd08-4d3c-980d-182f51e98db6","mlb-2017-tb-bal-2017-09-24-1335","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",7,30,"bottom",8,4,12,"84","48","win","loss",FALSE,"2017-09-24 22:35:00+00",9,4,1
45,"25","a5b0edcc-3197-47ac-9fa5-14a686513044","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","a8a0242d-c609-4d78-99ce-82210d504fa7","mlb-2018-bal-nyy-2018-04-5-1835","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","regularseason",8,30,"bottom",2,5,7,"25","52","loss","win",FALSE,"2018-04-06 03:35:00+00",2,5,1
